,Product Name,Type,Specific Type,Payment Method,Vendor,Ships From,Ships To,Order Quantity,Price,IDENTIFIER
product 0,Valhalla Vape batteri/penna,Cannabis,Other,Escrow,GeenGoblin,Sweden,Sweden,1,26,GeenGoblin
product 1,Valhalla Vapes Sunset Sherbert - Hybrid - REA,Cannabis,E-Liquid,Escrow,GeenGoblin,Sweden,Europe,0.5ml,49,GeenGoblin
product 2,Valhalla Vape - Kit,Cannabis,E-Liquid,Escrow,GeenGoblin,Sweden,Europe,1,66,GeenGoblin
product 3,Valhalla Vapes Mango Kush - Hybrid REA NY!!!,Cannabis,E-Liquid,Escrow,GeenGoblin,Sweden,Europe,0.5ml,49,GeenGoblin
product 4,Valhalla Vapes Lemon Kush - Hybrid - REA,Cannabis,E-Liquid,Escrow,GeenGoblin,Sweden,Europe,0.5ml,49,GeenGoblin
product 5,Budder Resin Wedding Cake - intro REA,Cannabis,Concentrates,Escrow,GeenGoblin,Sweden,Europe,1g,62,GeenGoblin
product 6,Maroccan Baklava (Toppkvalité) NEW,Cannabis,Hash,Escrow,GeenGoblin,Sweden,Europe,5g,35,GeenGoblin
product 7,Hasch (Euro 3) (Toppkvalité) REA,Cannabis,Hash,Escrow,GeenGoblin,Sweden,Sweden,5g,31,GeenGoblin
product 0,DE->DE AKTIONPREISE! BIO Purple House Kush 0 VERSAND,Cannabis,Buds & Flowers,Escrow,german1daygrass,Germany,Germany,1g,9,german1daygrass
product 1,WORLDWIDE BIO Purple House Kush ** CHEAP ** FREE SHIP,Cannabis,Buds & Flowers,Escrow,german1daygrass,Germany,Worldwide,1g,11,german1daygrass
product 2,WORLDWIDE 2gr BIO Purple House Kush Sampler FREE SHIP,Cannabis,Buds & Flowers,Escrow,german1daygrass,Germany,Worldwide,2g,12,german1daygrass
product 3,2gr BIO Purple House Kush Sampler KOSTENLOS VERSAND DE,Cannabis,Buds & Flowers,Escrow,german1daygrass,Germany,Germany,2g,10,german1daygrass
product 4,DE->EU BIO Purple House Kush **CHEAP** FREE SHIP,Cannabis,Buds & Flowers,Escrow,german1daygrass,Germany,Europe,1g,10,german1daygrass
product 5,DE->EU 2gr BIO Purple House Kush Sampler FREE SHIP,Cannabis,Buds & Flowers,Escrow,german1daygrass,Germany,Europe,2g,11,german1daygrass
product 0,Amnesia Premium Weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 1,kush Premium weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,10,GermanFly
product 2,Kush Premium Weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 3,Haze Premium Weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 4,Haze Premium weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 5,Lemonhaze Premium Weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 6,Lemonhaze Premium Weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 7,Amnesia Premium Weed,Cannabis,Buds & Flowers,Escrow,GermanFly,Germany,Europe,1g,14,GermanFly
product 0,White Widow,Cannabis,Buds & Flowers,Escrow,GermanLina,Germany,Europe,1g,10,GermanLina
product 1,Amnesia Haze,Cannabis,Buds & Flowers,Escrow,GermanLina,Germany,Europe,1g,10,GermanLina
product 2,OG KUSH,Cannabis,Buds & Flowers,Escrow,GermanLina,Germany,Europe,1g,10,GermanLina
product 3,LEMON HAZE,Cannabis,Buds & Flowers,Escrow,GermanLina,Germany,Europe,1g,10,GermanLina
product 0,XTC ORANGE TESLA 300MG MDMA || HIGH DOSED HARD PRESSED PILLS,Ecstasy,Pills,Escrow,Germanmasters,Germany,Europe,5,15,Germanmasters
product 1,PURE UNCUT BOLIVIAN COCAINE FISHSCALE 90%,Stimulants,Coke,Escrow,Germanmasters,Germany,Europe,0.5g,30,Germanmasters
product 2,2CB BRONZE KENZO 30MG PILLS || HIGH DOSED HARD PRESSED,Pyschedelic,2C-x,Escrow,Germanmasters,Germany,Europe,5,20,Germanmasters
product 3,XTC PHILLIP PLEIN 300MG MDMA ||HIGH DOSED HARD PRESSED PILLS,Ecstasy,Pills,Escrow,Germanmasters,Germany,Europe,5,15,Germanmasters
product 4,PURE UNCUT COLUMBIAN COCAINE FISHSCALE 92%,Stimulants,Coke,Escrow,Germanmasters,Germany,Europe,0.5g,30,Germanmasters
product 5,PURE HQ KETAMINE S-ISOMER NEEDLE || PHARMA GRADE,Disassociatives,Ketamine,Escrow,Germanmasters,Germany,Europe,1g,15,Germanmasters
product 6,PURE UNCUT AFGHAN HEROIN 99% || AFGHAN BATCH #3,Opiates,Heroin,Escrow,Germanmasters,Germany,Europe,1g,30,Germanmasters
product 7,XTC BLUE PUNISHER 300MG MDMA ||HIGH DOSED HARD PRESSED PILLS,Ecstasy,Pills,Escrow,Germanmasters,Germany,Europe,5,15,Germanmasters
product 0,Cocaine Fishscale - HQ product with refund /reship guarante,Stimulants,Coke,Escrow,GermanTraffic,Germany,Worldwide,1g,70,GermanTraffic
product 1,Speed Paste - HQ product with refund / reship guarantee,Stimulants,Speed,Escrow,GermanTraffic,Germany,Worldwide,1g,10,GermanTraffic
product 2,MDMA Champagne - HQ product with refund / reship guarantee,Ecstasy,MDMA,Escrow,GermanTraffic,Germany,Worldwide,1g,20,GermanTraffic
product 3,Heroin Afghan - HQ product with refund / reship guarantee,Opiates,Heroin,Escrow,GermanTraffic,Germany,Worldwide,1g,60,GermanTraffic
product 0,3.5-28g SUPER SILVER HAZE A+++ TOP PRICES,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,3.5g,40,Gingercrew
product 1,3.5 - 28g PURPLE SHERBET AAA+++NDD FREE POSTAGE,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,3.5g,40,Gingercrew
product 2,3.5- 28g Zkittlez A+++ FREE POSTAGE NDD,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,28mg,250,Gingercrew
product 3,3.5-28g AMNESIA HAZE A+++NDD-FREE POSTAGE,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,3.5g,40,Gingercrew
product 4,3.5-28G DO-SI-DOS SALE!!! A+++NDD-FREE POSTAGE,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,3.5g,40,Gingercrew
product 5,3.5-28g PURPLE DOGBUD AAA+++FREE SHIPING NDD,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,3.5g,40,Gingercrew
product 6,3.5- 28g DARK CHERRY OG AAA+++NDD FREE POSTAGE,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,3.5g,40,Gingercrew
product 7,3.5-28G APPLE TURNOVER  SALE!!! 1oZ-160 A+++NDD-FREE POSTAGE,Cannabis,Buds & Flowers,Escrow,Gingercrew,United Kingdom,United Kingdom,14g,102,Gingercrew
product 0,🧪 NIGHTMARE LSD ★ 300ug/L ★ TRACKED 💊,Pyschedelic,LSD,Escrow,GlobalSynthetic,Netherlands,Europe,100,240,GlobalSynthetic
product 1,🧪 DUTCH MDMA CHAMPAGNE ★ 84%+ ★ TRACKED 💊,Ecstasy,MDMA,Escrow,GlobalSynthetic,Netherlands,Europe,50g,240,GlobalSynthetic
product 2,🧪 INDIAN 3-MMC METAPHEDRONE ★ 99% ★ TRACKED 💊,Stimulants,3-MMC,Escrow,GlobalSynthetic,Netherlands,Europe,50g,290,GlobalSynthetic
product 3,🧪 4-MMC MEPHEDRONE ★ 99% ★ TRACKED 💊,Stimulants,4-MMC Mephedrone,Escrow,GlobalSynthetic,Netherlands,Europe,50g,250,GlobalSynthetic
product 4,🧪 DUTCH AMPHETAMINE SPEED PASTE ★ 74%+ ★ TRACKED 💊,Stimulants,Speed,Escrow,GlobalSynthetic,Netherlands,Europe,100g,210,GlobalSynthetic
product 5,🧪 MEXICAN CRYSTAL METH ★ 98%+ ★ TRACKED 💊,Stimulants,Meth,Escrow,GlobalSynthetic,Netherlands,Europe,10g,240,GlobalSynthetic
product 6,🧪 INDIA KETAMINE R-ISOMER NEEDLE ★ 84% ★ TRACKED 💊,Disassociatives,Ketamine,Escrow,GlobalSynthetic,Netherlands,Europe,50g,410,GlobalSynthetic
product 7,🧪 BLUE PANAMA OWL XTC ★ 250MG MDMA ★ TRACKED 💊,Ecstasy,Pills,Escrow,GlobalSynthetic,Netherlands,Europe,100,190,GlobalSynthetic
product 0,🍄 35grams Magic Mushrooms - Golden Teacher - Dried 🍄,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,35g,49,GoldenCamel
product 1,🍄 50grams Magic Mushrooms - Golden Teacher - Dried 🍄,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,50g,65,GoldenCamel
product 2,🍄 20grams Magic Mushrooms - Golden Teacher - Dried,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,20g,34,GoldenCamel
product 3,🍄 7grams Magic Mushrooms - Golden Teacher - Dried,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,7g,14,GoldenCamel
product 4,🍄 28grams Magic Mushrooms - Golden Teacher - Dried 🍄,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,28g,42,GoldenCamel
product 5,🍄 10grams Magic Mushrooms - Golden Teacher - Dried,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,10g,22,GoldenCamel
product 6,🍄 40grams Magic Mushrooms - Golden Teacher - Dried 🍄,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,40g,54,GoldenCamel
product 7,🍄 14grams Magic Mushrooms - Golden Teacher - Dried,Pyschedelic,Mushrooms,Escrow,GoldenCamel,Netherlands,Europe,14g,25,GoldenCamel
product 0,DEXTROAMPHETAMINE SULPHATE 1 GRAM,Stimulants,Speed,Escrow,GordonAlles,Germany,Worldwide,1g,69,GordonAlles
product 1,AMPHETAMINE PHOSPHATE,Stimulants,Speed,Escrow,GordonAlles,Germany,Worldwide,1g,14,GordonAlles
product 2,DEXTROAMPHETAMINE PHOSPHATE 1 GRAM,Stimulants,Speed,Escrow,GordonAlles,Germany,Worldwide,1g,46,GordonAlles
product 3,AMPHETAMINE SULPHATE,Stimulants,Speed,Escrow,GordonAlles,Germany,Worldwide,1g,18,GordonAlles
product 0,- DRAGONBALL 250 UG - ECSTACY PÅ KÖPET! -,Pyschedelic,LSD,Escrow,GottOchBlandat,Sweden,Sweden,10,48,GottOchBlandat
product 1,- NYHET! CERBERUS 300 mg! -,Ecstasy,Pills,Escrow,GottOchBlandat,Sweden,Sweden,20,53,GottOchBlandat
product 2,- KETAMIN BULK! 200 gram-5 kg -,Disassociatives,Ketamine,Escrow,GottOchBlandat,Sweden,Sweden,200g,1950,GottOchBlandat
product 3,- KETAMIN R-ISOMER - NYA BULKPRISER! SE SEPARAT ANNONS!,Disassociatives,Ketamine,Escrow,GottOchBlandat,Sweden,Sweden,1g,27,GottOchBlandat
product 4,- TJACK! 30/1-23 NY BATCH!,Stimulants,Speed,Escrow,GottOchBlandat,Sweden,Sweden,5g,27,GottOchBlandat
product 5,- MDMA! Ketamin medföljer på varje order! -,Ecstasy,MDMA,Escrow,GottOchBlandat,Sweden,Sweden,2g,49,GottOchBlandat
product 6,- KETAMIN RACEMIC - NYA BULKPRISER! SE SEPARAT ANNONS!,Disassociatives,Ketamine,Escrow,GottOchBlandat,Sweden,Sweden,1g,27,GottOchBlandat
product 7,- VALFRI KETAMIN-SORT + MDMA KOMBO! -,Disassociatives,Ketamine,Escrow,GottOchBlandat,Sweden,Sweden,2g,53,GottOchBlandat
product 0,Royal Queen Seeds ***Special Queen 1***[AT],Cannabis,Buds & Flowers,Escrow,Graslerei2x23,Austria,Austria,1g,13,Graslerei2x23
product 0,5 gram Bruce Banner buds (only europe),Cannabis,Buds & Flowers,Escrow,greatwhite,Netherlands,Europe,5g,40,greatwhite
product 1,1 gram mexican mushrooms / Psilocybe Cubenis Mexicana,Pyschedelic,Mushrooms,Escrow,greatwhite,Netherlands,Worldwide,1g,5,greatwhite
product 2,1 x girl scout cookies auto,Cannabis,Seeds,Escrow,greatwhite,Netherlands,Worldwide,1,4,greatwhite
product 3,1 x ZKITTLEZ auto,Cannabis,Seeds,Escrow,greatwhite,Netherlands,Worldwide,1,4,greatwhite
product 4,1 x power plant  autoflower,Cannabis,Seeds,Escrow,greatwhite,Netherlands,Worldwide,1,4,greatwhite
product 5,1 x Blue cheese autoflower,Cannabis,Seeds,Escrow,greatwhite,Netherlands,Worldwide,1,4,greatwhite
product 6,1 gram vanilla ice buds   (only europe),Cannabis,Buds & Flowers,Escrow,greatwhite,Netherlands,Europe,1g,8,greatwhite
product 7,1 x northern lights auto,Cannabis,Seeds,Escrow,greatwhite,Netherlands,Worldwide,1,4,greatwhite
product 0,🇩🇪 ✪ Bono ✪ Grade A+,Cannabis,Hash,Escrow,GreenGrandpa,Germany,Germany,5g,48,GreenGrandpa
product 1,🇩🇪 ✪ Lemon Haze ✪ SKUFF Dry-Ice,Cannabis,Hash,Escrow,GreenGrandpa,Germany,Germany,2g,36,GreenGrandpa
product 2,🇩🇪 ✪ Amnesia Haze ✪ Premium AAA,Cannabis,Buds & Flowers,Escrow,GreenGrandpa,Germany,Germany,5g,50,GreenGrandpa
product 3,🇩🇪 ✪ Topcritical ✪ Grade A,Cannabis,Hash,Escrow,GreenGrandpa,Germany,Germany,5g,48,GreenGrandpa
product 4,🇩🇪 ✪ FPOG ✪ Fruity Pebbles Premium AAA,Cannabis,Buds & Flowers,Escrow,GreenGrandpa,Germany,Germany,5g,50,GreenGrandpa
product 5,🇩🇪 ✪ Melonaid Zkittlez ✪ 🇩🇪 CALI-STRAIN AAA+,Cannabis,Buds & Flowers,Escrow,GreenGrandpa,Germany,Germany,5g,55,GreenGrandpa
product 6,🇩🇪 ✪ Wedding Cake ✪ 🇩🇪 CALI-STRAIN AAA+,Cannabis,Buds & Flowers,Escrow,GreenGrandpa,Germany,Germany,5g,65,GreenGrandpa
product 0,30mg Morphine x10 ABG30 imprint,Opiates,Pills,Escrow,greenguy,United States of America,United States of America,10,175,greenguy
product 1,15mg Morphine x10 RD70 imprint,Opiates,Pills,Escrow,greenguy,United States of America,United States of America,10,83,greenguy
product 2,15mg Morphine x10 ABG15 imprint,Opiates,Pills,Escrow,greenguy,United States of America,United States of America,10,83,greenguy
product 3,10mg Hydrocodone x10,Opiates,Pills,Escrow,greenguy,United States of America,United States of America,10,184,greenguy
product 4,Percocet 7.5/325 x10,Opiates,Pills,Escrow,greenguy,United States of America,United States of America,10,138,greenguy
product 0,Purple Punch by Greenhousegermany,Cannabis,Buds & Flowers,Escrow,greenhousegermny,Germany,Germany,5g,50,greenhousegermny
product 0,🍪 BISSCOFF CALI X - PREMIUM - FASTSHIP 3.5G BAGS 🍪,Cannabis,Buds & Flowers,Escrow,GreenLeafDE,Germany,Worldwide,3.5g,60,GreenLeafDE
product 1,BUBBLE GUM HAZE PREMIUM [FASTSHIP],Cannabis,Buds & Flowers,Escrow,GreenLeafDE,Germany,Worldwide,1g,13,GreenLeafDE
product 2,REAL AFGHAN HASH FASTSHIP,Cannabis,Hash,Escrow,GreenLeafDE,Germany,Worldwide,1g,10,GreenLeafDE
product 3,BANANA PUNCH HOMEGROW FASTSHIP,Cannabis,Buds & Flowers,Escrow,GreenLeafDE,Germany,Worldwide,1g,14,GreenLeafDE
product 4,BLISS 2021 HASH FASTSHIP [DIAMOND QUALITY],Cannabis,Hash,Escrow,GreenLeafDE,Germany,Worldwide,50mg,490,GreenLeafDE
product 5,AMNESIA HASH [PREMIUM WEEDHASH] FASTSHIP,Cannabis,Hash,Escrow,GreenLeafDE,Germany,Worldwide,1g,15,GreenLeafDE
product 6,HONEYMOON HASH [ROYAL QUALITY],Cannabis,Hash,Escrow,GreenLeafDE,Germany,Worldwide,1g,15,GreenLeafDE
product 7,⭕️ Ketamine Sugar S-ISOMER ⭕️,Disassociatives,Ketamine,Escrow,GreenLeafDE,Germany,Worldwide,0.5g,15,GreenLeafDE
product 0,100ug Gamma Geometry LSD-25 Acid Tabs *LAUNCH PROMO*,Pyschedelic,LSD,Escrow,Grinch,Turkey,Turkey,5,38,Grinch
product 0,Grinchens Kosher Kush - Exklusivt & Svenskodlat.,Cannabis,Buds & Flowers,Escrow,Grinchen,Sweden,Sweden,10g,89,Grinchen
product 1,Grinchens Ice-O-Lator-Hasch REA,Cannabis,Hash,Escrow,Grinchen,Sweden,Sweden,2g,36,Grinchen
product 2,Grinchens OG#18 - Exklusivt & Svenskodlat.,Cannabis,Buds & Flowers,Escrow,Grinchen,Sweden,Sweden,10g,89,Grinchen
product 3,Grinchens Chemdog Millionaire- Exklusivt & Svenskodlat.,Cannabis,Buds & Flowers,Escrow,Grinchen,Sweden,Sweden,10g,89,Grinchen
product 4,Grichens Kokain Superkvalitet (PERUANSKT JANUARI 2023)SAMPLE,Stimulants,Coke,Escrow,Grinchen,Sweden,Sweden,1g,71,Grinchen
product 0,Sour Diesel - Outdoor,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,28,growerdirect
product 1,Mixed Exotic Shake,Cannabis,Shake & Cuttings,Escrow,growerdirect,United States of America,United States of America,1oz,18,growerdirect
product 2,Platinum Bubba - Indoor,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,92,growerdirect
product 3,Oreoz - Indoor,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,138,growerdirect
product 4,White Runtz - Outdoor,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,28,growerdirect
product 5,SFV OG - Indoor Smalls,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,37,growerdirect
product 6,GMO Cookies - Light Dep,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,46,growerdirect
product 7,Jet Fuel - Outdoor,Cannabis,Buds & Flowers,Escrow,growerdirect,United States of America,United States of America,1oz,23,growerdirect
product 0,(0.5g-10g) COCAINE GOOD MID QUALITY FREE SHIPPING,Cannabis,Buds & Flowers,Escrow,guerrillagrowers,Italy,Europe,0.5g,38,guerrillagrowers
product 1,(5g-50g) KUSH CAKE cannabis indoor weed FREE SHIPPING,Cannabis,Buds & Flowers,Escrow,guerrillagrowers,Italy,Worldwide,5g,62,guerrillagrowers
product 2,(0.5g-10g) COCAINE FISHCALE HQ++ FREE SHIPPING,Stimulants,Coke,Escrow,guerrillagrowers,Italy,Europe,0.5g,50,guerrillagrowers
product 3,(5g-50g) COOKIES KUSH cannabis indoor weed FREE SHIPPING,Cannabis,Buds & Flowers,Escrow,guerrillagrowers,Italy,Worldwide,5g,62,guerrillagrowers
product 4,(5g-50g) CHERRY PIE cannabis indoor weed FREE SHIPPING,Cannabis,Buds & Flowers,Escrow,guerrillagrowers,Italy,Worldwide,5g,62,guerrillagrowers
product 0,White Widow + BONUS [Premium stealth] NY BATCH 20230311,Cannabis,Buds & Flowers,Escrow,Guldbrev,Sweden,Sweden,5g,47,Guldbrev
product 1,Jack Herer + BONUS [Premium stealth] NY BATCH 230304,Cannabis,Buds & Flowers,Escrow,Guldbrev,Sweden,Sweden,5g,46,Guldbrev
product 0,Mdma,Ecstasy,MDMA,Escrow,HappyHours,United Kingdom,United Kingdom,1g,19,HappyHours
product 1,Dr Seuss - 150ug,Pyschedelic,LSD,Escrow,HappyHours,United Kingdom,United Kingdom,5,21,HappyHours
product 2,Dr Seuss - 100ug,Pyschedelic,LSD,Escrow,HappyHours,United Kingdom,United Kingdom,5,19,HappyHours
product 3,Dr Seuss - 200ug,Pyschedelic,LSD,Escrow,HappyHours,United Kingdom,United Kingdom,1,10,HappyHours
product 0,Gelato weed,Cannabis,Buds & Flowers,Escrow,HappyyWeed,United Kingdom,Worldwide,3.5g,45,HappyyWeed
product 1,5g Gorilla Glue #4  from France,Cannabis,Buds & Flowers,Escrow,HappyyWeed,France,Worldwide,5g,100,HappyyWeed
product 2,5g OG Kush from Spain €69,Cannabis,Buds & Flowers,Escrow,HappyyWeed,Spain,Worldwide,5g,68,HappyyWeed
product 3,5g Amnesia from Germany €99,Cannabis,Buds & Flowers,Escrow,HappyyWeed,Germany,Worldwide,5g,100,HappyyWeed
product 4,5g Green Crack €72,Cannabis,Buds & Flowers,Escrow,HappyyWeed,Spain,Worldwide,5g,77,HappyyWeed
product 5,5g Super Lemon Haze €111,Cannabis,Buds & Flowers,Escrow,HappyyWeed,Italy,Worldwide,5g,112,HappyyWeed
product 6,5g Durban poison from Germany €111,Cannabis,Buds & Flowers,Escrow,HappyyWeed,Germany,Worldwide,5g,111,HappyyWeed
product 7,5g Gorilla glue from Netherland,Cannabis,Buds & Flowers,Escrow,HappyyWeed,Netherlands,Worldwide,5g,85,HappyyWeed
product 0,MDMA 84% Champagne~ LIMITED PROMO TESTER,Ecstasy,MDMA,Escrow,HarryPotterNL,Germany,Worldwide,1g,1,HarryPotterNL
product 1,"Potter's MAGIC MIX~Testers MDMA,Ketamine,SPEED",Ecstasy,MDMA,Escrow,HarryPotterNL,Germany,Worldwide,1g,3,HarryPotterNL
product 2,HarryPotter's EXTREME Mystery Box.,Ecstasy,Other,Escrow,HarryPotterNL,Germany,Worldwide,1,450,HarryPotterNL
product 3,MDMA 84% Champagne~,Ecstasy,MDMA,Escrow,HarryPotterNL,Germany,Worldwide,5g,75,HarryPotterNL
product 4,Speedpaste uncut~,Stimulants,Speed,Escrow,HarryPotterNL,Germany,Worldwide,5g,27,HarryPotterNL
product 5,Ketamine S-Needles~,Disassociatives,Ketamine,Escrow,HarryPotterNL,Germany,Worldwide,5g,55,HarryPotterNL
product 6,LSD 300ugl Mystic swamp creature~,Pyschedelic,LSD,Escrow,HarryPotterNL,Germany,Worldwide,10,40,HarryPotterNL
product 7,Speedpaste uncut~ LIMITED PROMO TESTER,Stimulants,Speed,Escrow,HarryPotterNL,Germany,Worldwide,1g,1,HarryPotterNL
product 0,GBL - Gamma Butyrolactone,Disassociatives,GBL,Escrow,HAZETIME,Germany,Europe,10ml,15,HAZETIME
product 1,XTC - Phillip Plein,Ecstasy,Pills,Escrow,HAZETIME,Germany,Europe,10,30,HAZETIME
product 2,Amphetamin / Speed / Pepp,Stimulants,Speed,Escrow,HAZETIME,Germany,Europe,5g,35,HAZETIME
product 3,Stabiles Kokain,Stimulants,Coke,Escrow,HAZETIME,Germany,Europe,1g,70,HAZETIME
product 0,Speed Paste / Amphetamines - 74% pure,Stimulants,Speed,Escrow,HeinekenExpress,Netherlands,Worldwide,5g,25,HeinekenExpress
product 1,Grey Maserati - 300mg - Blueberry flavour,Ecstasy,Pills,Escrow,HeinekenExpress,Netherlands,Worldwide,5,23,HeinekenExpress
product 2,Green Skulls - 250mg - Raspberry flavour,Ecstasy,Pills,Escrow,HeinekenExpress,Netherlands,Worldwide,5,20,HeinekenExpress
product 3,Peruvian Pure Cocaine 88%,Stimulants,Coke,Escrow,HeinekenExpress,Netherlands,Worldwide,1g,60,HeinekenExpress
product 4,Changa,Pyschedelic,DMT,Escrow,HeinekenExpress,Netherlands,Worldwide,1.5g,50,HeinekenExpress
product 5,Bromazepam 6mg,Benzodiazepines,Pills,Escrow,HeinekenExpress,Netherlands,Worldwide,20,30,HeinekenExpress
product 6,Vidalista 80mg,Stimulants,Other,Escrow,HeinekenExpress,Netherlands,Worldwide,1,15,HeinekenExpress
product 7,Dextroamphetamine 5mg,Prescriptions,Other,Escrow,HeinekenExpress,Netherlands,Worldwide,1,50,HeinekenExpress
product 0,XANAX 1mg ksalol,Benzodiazepines,Pills,Escrow,hellbin,France,Europe,15,30,hellbin
product 1,modafinil 200mg MODALERT,Stimulants,Smartdrugs,Escrow,hellbin,France,Europe,5,18,hellbin
product 2,Ketamine S-Isomer needle,Disassociatives,Ketamine,Escrow,hellbin,France,Europe,1g,20,hellbin
product 3,4MMC,Stimulants,4-MMC Mephedrone,Escrow,hellbin,France,Europe,2.5g,30,hellbin
product 4,XTC punisher,Ecstasy,Pills,Escrow,hellbin,France,Europe,10,30,hellbin
product 5,MDMA,Ecstasy,MDMA,Escrow,hellbin,France,Europe,1g,15,hellbin
product 6,3MMC,Stimulants,3-MMC,Escrow,hellbin,France,Europe,1g,20,hellbin
product 7,Ketamine  sugar,Disassociatives,Ketamine,Escrow,hellbin,France,Europe,1g,20,hellbin
product 0,"CLONE: ""AMNESIA"" | PRIMA TOPP AMSTERDAM|",Cannabis,Buds & Flowers,Escrow,HeltJettad,Sweden,Sweden,1.5g,19,HeltJettad
product 1,GODIS BRAJ | 𝙍𝙊𝙇𝙀𝙓 | PREMIUM MAROCKAN,Cannabis,Hash,Escrow,HeltJettad,Sweden,Sweden,1.5g,21,HeltJettad
product 2,GODIS BRAJ | 𝗛𝗔𝗪𝗔𝗜𝗜 | PREMIUM MAROCKAN,Cannabis,Hash,Escrow,HeltJettad,Sweden,Sweden,1.5g,22,HeltJettad
